剧本ID,剧名,角色名,行当,性别,服饰备注
70001111,文天祥,太后,旦,female,
70001111,文天祥,贾似道,净,male,
70001111,文天祥,翁应龙,丑,male,
70001111,文天祥,王祥,丑,male,
70001111,文天祥,王妻,旦,female,
70001111,文天祥,贾余庆,丑,male,
70001111,文天祥,刘岊,丑,male,
70001201,打渔杀家,萧恩,老生,male,
70001201,打渔杀家,萧桂英,旦,female,
70001201,打渔杀家,大教师,丑,male,
70001202,审头刺汤,陆炳,老生,male,
70001202,审头刺汤,雪艳,旦,female,
70001202,审头刺汤,汤勤,丑,male,
70001202,审头刺汤,戚继光,老生,male,
70001203,金殿求计,乔玄,老生,male,
70001203,金殿求计,鲁肃,老生,male,
70001203,金殿求计,孙权,净,male,
70001204,单刀赴会,关羽,红生,unknown,
70001204,单刀赴会,鲁肃,老生,male,
70001204,单刀赴会,周仓,净,male,
70001204,单刀赴会,关平,武生,male,
70001205,义责王魁,王中,老生,male,
70001205,义责王魁,王魁,小生,male,
70001205,义责王魁,张千,丑,male,
70001310,明末遗恨【全本】,崇祯,老生,male,
70001310,明末遗恨【全本】,王承恩,老生,male,
70001310,明末遗恨【全本】,周奎,净,male,
70001310,明末遗恨【全本】,李建泰,净,male,
70001310,明末遗恨【全本】,李国祯,老生,male,
70001310,明末遗恨【全本】,范景文,老生,male,
70001310,明末遗恨【全本】,杜之秩,丑,male,
70001310,明末遗恨【全本】,杜勋,丑,male,
70001310,明末遗恨【全本】,周后,旦,female,
70001310,明末遗恨【全本】,陈演,丑,male,
70001310,明末遗恨【全本】,周太太,老旦,female,
70001310,明末遗恨【全本】,姜瓖,老生,male,
70001310,明末遗恨【全本】,巩永固,老生,male,
70001311,打严嵩,邹应龙,老生,male,
70001311,打严嵩,严嵩,净,male,
70001311,打严嵩,严侠,丑,male,
70001311,打严嵩,常宝童,小生,male,
70002101,群英会·借东风,诸葛亮,老生,male,
70002101,群英会·借东风,鲁肃,老生,male,
70002101,群英会·借东风,周瑜,小生,male,
70002101,群英会·借东风,蒋干,丑,male,
70002101,群英会·借东风,曹操,净,male,
70002101,群英会·借东风,黄盖,净,male,
70002101,群英会·借东风,甘宁,老生,male,
70002101,群英会·借东风,太史慈,净,male,
70002101,群英会·借东风,程普,老生,male,
70002101,群英会·借东风,蔡中,老生,male,
70002101,群英会·借东风,蔡和,小生,male,
70002101,群英会·借东风,阚泽,老生,male,
70002101,群英会·借东风,庞统,净,male,
70002101,群英会·借东风,丁奉,老生,male,
70002101,群英会·借东风,徐盛,净,male,
70002101,群英会·借东风,赵云,武生,male,
70002101,群英会·借东风,中军,生,unknown,
70002101,群英会·借东风,水手,杂,unknown,
70002101,群英会·借东风,童儿,杂,unknown,
70002101,群英会·借东风,牢子手,杂,unknown,
70002101,群英会·借东风,旗牌,生,unknown,
70002101,群英会·借东风,纛旗,杂,unknown,
70002101,群英会·借东风,周瑜军士,杂,unknown,
70002101,群英会·借东风,曹操军士,杂,unknown,
70002101,群英会·借东风,赵云军士,杂,unknown,
70002101,群英会·借东风,小道童,杂,unknown,
70002101,群英会·借东风,丑道童,丑,male,
70002102,甘露寺,乔玄,老生,male,
70002102,甘露寺,刘备,老生,male,
70002102,甘露寺,孙权,净,male,
70002102,甘露寺,吴国太,老旦,female,
70002102,甘露寺,赵云,武生,male,
70002102,甘露寺,乔福,丑,male,
70002102,甘露寺,贾化,丑,male,
70002102,甘露寺,吕范,老生,male,
70002102,甘露寺,船夫,杂,unknown,
70002102,甘露寺,宫女,旦,female,
70002102,甘露寺,大太监,,unknown,大太监帽
70002102,甘露寺,太监,,unknown,太监帽
70002102,甘露寺,车夫,,unknown,毡帽
70002103,十老安刘,蒯彻,老生,male,
70002103,十老安刘,张苍,老生,male,
70002103,十老安刘,栾布,丑,male,
70002103,十老安刘,李左车,净,male,
70002103,十老安刘,刘章,小生,male,
70002103,十老安刘,刘长,净,male,
70002103,十老安刘,吕后,旦,female,
70002103,十老安刘,陈平,老生,male,
70002103,十老安刘,田子春,老生,male,
70002103,十老安刘,王陵,生,unknown,
70002103,十老安刘,周勃,净,male,
70002103,十老安刘,刘贾,老生,male,
70002103,十老安刘,刘交,净,male,
70002103,十老安刘,夫人,老旦,female,
70002103,十老安刘,张秀玉,小生,male,
70002103,十老安刘,吕禄,净,male,
70002103,十老安刘,吕产,净,male,
70002103,十老安刘,吕台,丑,male,
70002103,十老安刘,吕嬃,旦,female,
70002103,十老安刘,吕孝,丑,male,
70002103,十老安刘,吕悌,丑,male,
70002103,十老安刘,吕忠,丑,male,
70002103,十老安刘,吕信,丑,male,
70002103,十老安刘,吕礼,丑,male,
70002103,十老安刘,吕通,丑,male,
70002103,十老安刘,金环,净,male,
70002103,十老安刘,太监,杂,unknown,
70002103,十老安刘,宫女,旦,female,
70002103,十老安刘,大太监,生,unknown,
70002103,十老安刘,旗牌,生,unknown,
70002103,十老安刘,蒯家院,丑,male,
70002103,十老安刘,陈家院,生,unknown,
70002103,十老安刘,张家院,丑,male,
70002103,十老安刘,军士,杂,unknown,
70002103,十老安刘,大铠,杂,unknown,
70002103,十老安刘,青袍,杂,unknown,
70002103,十老安刘,捕手,丑,male,
70002104,串龙珠,徐达,老生,male,
70002104,串龙珠,完颜龙,净,male,
70002104,串龙珠,乐儿,丑,male,
70002104,串龙珠,郭广庆,净,male,
70002104,串龙珠,侯伯清,老生,male,
70002104,串龙珠,康茂才,小生,male,
70002104,串龙珠,花婆,丑,male,
70002104,串龙珠,金氏,旦,female,
70002104,串龙珠,周李氏,旦,female,
70002104,串龙珠,完颜图,丑,male,
70002104,串龙珠,吴怀,丑,male,
70002104,串龙珠,吴贵,丑,male,
70002104,串龙珠,宫女,旦,female,
70002104,串龙珠,校尉,杂,unknown,
70002104,串龙珠,班头,杂,unknown,
70002104,串龙珠,青袍,杂,unknown,
70002104,串龙珠,百姓,杂,unknown,
70002105,赵氏孤儿,程婴,老生,male,
70002105,赵氏孤儿,赵盾,老生,male,
70002105,赵氏孤儿,魏绛,净,male,
70002105,赵氏孤儿,庄姬,旦,female,
70002105,赵氏孤儿,公孙杵臼,老生,male,
70002105,赵氏孤儿,屠岸贾,净,male,
70002105,赵氏孤儿,晋灵公,丑,male,
70002105,赵氏孤儿,赵武,小生,male,
70002105,赵氏孤儿,灵彻,净,male,
70002105,赵氏孤儿,周坚,武生,male,
70002105,赵氏孤儿,赵朔,小生,male,
70002105,赵氏孤儿,卜凤,旦,female,
70002105,赵氏孤儿,韩厥,武生,male,
70002105,赵氏孤儿,魏忠,净,male,
70002105,赵氏孤儿,栾纠,净,male,
70002105,赵氏孤儿,荀宾,老生,male,
70002105,赵氏孤儿,籍偃,武生,male,
70002105,赵氏孤儿,裴豹,净,male,
70002105,赵氏孤儿,鉏麑,武生,male,
70002105,赵氏孤儿,校尉,杂,unknown,
70002105,赵氏孤儿,大铠,杂,unknown,
70002105,赵氏孤儿,宫女,旦,female,
70002105,赵氏孤儿,大太监,杂,unknown,
70002201,四进士,宋士杰,老生,male,
70002201,四进士,杨素贞,青衣,female,
70002201,四进士,毛朋,老生,male,
70002201,四进士,万氏,丑,male,
70002201,四进士,顾读,架子花脸,unknown,
70002201,四进士,田伦,小生,male,
70002201,四进士,杨春,老生,male,
70002201,四进士,杨青,丑,male,
70002201,四进士,姚廷春,净,male,
70002201,四进士,田氏,花旦,female,
70002201,四进士,姚廷美,小生,male,
70002201,四进士,丁旦,生,unknown,
70002201,四进士,刘题,丑,male,
70002201,四进士,黄大顺,净,male,
70002201,四进士,保童,娃娃生,unknown,
70002201,四进士,陈氏,老旦,female,
70002201,四进士,书吏,生,unknown,
70002201,四进士,禁婆,彩旦,female,
70002201,四进士,看堂人,丑,male,
70002201,四进士,酒保,丑,male,
70002201,四进士,小二,丑,male,
70002201,四进士,毛门子,生,unknown,
70002201,四进士,顾门子,生,unknown,
70002201,四进士,田门子,生,unknown,
70002201,四进士,刘二混,丑,male,
70002201,四进士,光棍甲,丑,male,
70002201,四进士,光棍乙,丑,male,
70002201,四进士,三投文人,丑,male,
70002201,四进士,二下书人,丑,male,
70002201,四进士,四刀斧手,杂,unknown,
70002201,四进士,四红文堂,杂,unknown,
70002201,四进士,四青袍,杂,unknown,
70002201,四进士,二差役,杂,unknown,
70002202,胭脂宝褶,朱棣,老生,male,
70002202,胭脂宝褶,白怀,老生,male,
70002202,胭脂宝褶,白简,小生,male,
70002202,胭脂宝褶,金祥瑞,丑,male,
70002202,胭脂宝褶,白奇,老生,male,
70002202,胭脂宝褶,闵江,丑,male,
70002202,胭脂宝褶,公孙伯,副净,unknown,
70002202,胭脂宝褶,庆太平,净,male,
70002202,胭脂宝褶,韩若水,老生,male,
70002202,胭脂宝褶,韩翠娥,花旦,female,
70002202,胭脂宝褶,穆良,净,male,
70002202,胭脂宝褶,张仁,武丑,unknown,
70002202,胭脂宝褶,李义,武净,unknown,
70002202,胭脂宝褶,仇爱川,老生,male,
70002202,胭脂宝褶,侍儿,小生,male,
70002202,胭脂宝褶,丫鬟,旦,female,
70002202,胭脂宝褶,四喽兵,武,unknown,
70002202,胭脂宝褶,二院子,丑,male,
70002202,胭脂宝褶,船夫,杂,unknown,
70002202,胭脂宝褶,四太监,杂,unknown,
70002202,胭脂宝褶,红文堂,杂,unknown,
70002202,胭脂宝褶,船夫,杂,unknown,
70002202,胭脂宝褶,三扒手,丑,male,
70002202,胭脂宝褶,游人甲,生,unknown,
70002202,胭脂宝褶,游人乙,生,unknown,
70002202,胭脂宝褶,游人丙,旦,female,
70002202,胭脂宝褶,四青袍,杂,unknown,
70002202,胭脂宝褶,禁卒,丑,male,
70002202,胭脂宝褶,门子,生,unknown,
70002202,胭脂宝褶,二夜捕手,丑,male,
70002202,胭脂宝褶,二班头,丑,male,
70002202,胭脂宝褶,轿夫,杂,unknown,
70002203,二堂舍子,刘彦昌,老生,male,
70002203,二堂舍子,王桂英,青衣,female,
70002203,二堂舍子,沉香,娃娃生,unknown,
70002203,二堂舍子,秋儿,娃娃生,unknown,
70002203,二堂舍子,秦灿,架子花脸,unknown,
70002203,二堂舍子,秦官保,丑,male,
70002203,二堂舍子,魏虎,丑,male,
70002203,二堂舍子,书童,丑,male,
70002203,二堂舍子,小院子,丑,male,
70002203,二堂舍子,学生甲,小生,male,
70002203,二堂舍子,学生乙,小生,male,
70002203,二堂舍子,八牢子,武行,unknown,
70002205,清官册·夜审潘洪,寇准,老生,male,
70002205,清官册·夜审潘洪,潘洪,净,male,
70002205,清官册·夜审潘洪,八贤王,老生,male,
70002205,清官册·夜审潘洪,夫人,青衣,female,
70002205,清官册·夜审潘洪,马牌,丑,male,
70002205,清官册·夜审潘洪,张洪,净,male,
70002205,清官册·夜审潘洪,驿丞,丑,male,
70002205,清官册·夜审潘洪,禁卒,丑,male,
70002205,清官册·夜审潘洪,春香,旦,female,
70002205,清官册·夜审潘洪,秋香,旦,female,
70002205,清官册·夜审潘洪,院子,生,unknown,
70002205,清官册·夜审潘洪,丫鬟,旦,female,
70002205,清官册·夜审潘洪,大太监,生,unknown,
70002205,清官册·夜审潘洪,潘太监,丑,male,
70002205,清官册·夜审潘洪,二班头,丑,male,
70002205,清官册·夜审潘洪,四青袍,杂,unknown,
70003101,斩熊虎,关羽,生,unknown,
70003101,斩熊虎,熊虎,净,male,
70003101,斩熊虎,张继昌,老生,male,
70003101,斩熊虎,张鸾姣,旦,female,
70003101,斩熊虎,苗信,丑,male,
70003101,斩熊虎,熊祥,丑,male,
70003102,桃园结义,刘备,生,unknown,
70003102,桃园结义,关羽,红生,unknown,
70003102,桃园结义,张飞,净,male,
70003102,桃园结义,酒保,丑,male,
70003103,造刀投军,刘备,生,unknown,
70003103,造刀投军,关羽,红生,unknown,
70003103,造刀投军,张飞,净,male,
70003104,斩华雄,关羽,红生,unknown,
70003104,斩华雄,刘备,生,unknown,
70003104,斩华雄,张飞,净,male,
70003104,斩华雄,曹操,净,male,
70003104,斩华雄,袁绍,净,male,
70003105,斩车胄,关羽,红生,unknown,
70003105,斩车胄,张飞,净,male,
70003105,斩车胄,刘备,生,unknown,
70003105,斩车胄,郑康成,生,unknown,
70003105,斩车胄,陈登,生,unknown,
70003105,斩车胄,车胄,净,male,
70003106,屯土山,关羽,红生,unknown,
70003106,屯土山,曹操,净,male,
70003106,屯土山,张辽,老生,male,
70003107,赐袍赠马,关羽,红生,unknown,
70003107,赐袍赠马,曹操,净,male,
70003107,赐袍赠马,张辽,老生,male,
70003107,赐袍赠马,程昱,老生,male,
70003107,赐袍赠马,糜夫人,旦,female,
70003107,赐袍赠马,甘夫人,旦,female,
70003108,白马坡,关羽,红生,unknown,
70003108,白马坡,颜良,净,male,
70003108,白马坡,曹操,净,male,
70003108,白马坡,许褚,净,male,
70003108,白马坡,夏侯惇,净,male,
70003108,白马坡,程昱,老生,male,
70003108,白马坡,张辽,老生,male,
70003108,白马坡,刘备,老生,male,
70003108,白马坡,孙乾,老生,male,
70003109,诛文丑,关羽,红生,unknown,
70003109,诛文丑,文丑,净,male,
70003109,诛文丑,刘备,生,unknown,
70003109,诛文丑,袁绍,净,male,
70003109,诛文丑,曹操,净,male,
70003110,阅军教刀,关羽,红生,unknown,
70003110,阅军教刀,徐晃,净,male,
70003110,阅军教刀,曹操,净,male,
70003111,破汝南,关羽,红生,unknown,
70003111,破汝南,曹操,净,male,
70003111,破汝南,孙乾,生,unknown,
70003111,破汝南,刘劈,生,unknown,
70003111,破汝南,龚都,净,male,
70003112,灞桥挑袍,关羽,红生,unknown,
70003112,灞桥挑袍,曹操,净,male,
70003113,过五关,关羽,红生,unknown,
70003113,过五关,马童,武生,male,
70003113,过五关,廖化,生,unknown,
70003113,过五关,胡华,生,unknown,
70003113,过五关,孔秀,净,male,
70003113,过五关,韩福,生,unknown,
70003113,过五关,孟坦,净,male,
70003113,过五关,卞喜,净,male,
70003113,过五关,普净,生,unknown,
70003113,过五关,王植,净,male,
70003113,过五关,胡班,小生,male,
70003113,过五关,秦琪,净,male,
70003113,过五关,孙夫人,旦,female,
70003113,过五关,糜夫人,旦,female,
70003114,收周仓,关羽,红生,unknown,
70003114,收周仓,周仓,净,male,
70003114,收周仓,孙乾,生,unknown,
70003114,收周仓,郭常,生,unknown,
70003114,收周仓,郭少常,丑,male,
70003114,收周仓,裴元绍,净,male,
70003114,收周仓,夏侯惇,净,male,
70003115,古城会,关羽,红生,unknown,
70003115,古城会,马童,武生,male,
70003115,古城会,张飞,净,male,
70003115,古城会,蔡阳,净,male,
70003115,古城会,樵夫,丑,male,
70003115,古城会,甘夫人,旦,female,
70003115,古城会,糜夫人,旦,female,
70003116,训弟,关羽,红生,unknown,
70003116,训弟,张飞,净,male,
70003116,训弟,刘备,老生,male,
70003116,训弟,马童,武生,male,
70003117,收关平,关羽,红生,unknown,
70003117,收关平,关定,老生,male,
70003117,收关平,关平,武生,male,
70003117,收关平,关宁,小生,male,
70003117,收关平,马童,武生,male,
70003117,收关平,张飞,净,male,
70003117,收关平,刘备,老生,male,
70003117,收关平,曹操,净,male,
70003118,火烧博望坡,关羽,红生,unknown,
70003118,火烧博望坡,张飞,净,male,
70003118,火烧博望坡,刘备,老生,male,
70003118,火烧博望坡,诸葛亮,老生,male,
70003118,火烧博望坡,曹操,净,male,
70003118,火烧博望坡,夏侯惇,净,male,
70003119,汉津口,关羽,红生,unknown,
70003119,汉津口,张飞,净,male,
70003119,汉津口,刘备,老生,male,
70003119,汉津口,诸葛亮,老生,male,
70003119,汉津口,刘琦,小生,male,
70003119,汉津口,曹操,净,male,
70003119,汉津口,许褚,净,male,
70003119,汉津口,张辽,老生,male,
70003120,临江会,关羽,红生,unknown,
70003120,临江会,周瑜,小生,male,
70003120,临江会,刘备,老生,male,
70003120,临江会,鲁肃,老生,male,
70003120,临江会,诸葛亮,老生,male,
70003120,临江会,旗牌,丑,male,
70003121,华容道,关羽,红生,unknown,
70003121,华容道,曹操,净,male,
70003121,华容道,诸葛亮,老生,male,
70003121,华容道,刘备,老生,male,
70003121,华容道,张飞,净,male,
70003121,华容道,赵云,武生,male,
70003121,华容道,关平,武生,male,
70003121,华容道,周仓,净,male,
70003121,华容道,曹仁,净,male,
70003122,战长沙,关羽,红生,unknown,
70003122,战长沙,黄忠,老生,male,
70003122,战长沙,魏延,净,male,
70003122,战长沙,韩玄,老生,male,
70003123,单刀会,关羽,红生,unknown,
70003123,单刀会,鲁肃,老生,male,
70003123,单刀会,周仓,净,male,
70003123,单刀会,关平,小生,male,
70003123,单刀会,孙权,净,male,
70003124,取襄阳,关羽,红生,unknown,
70003124,取襄阳,关平,武生,male,
70003124,取襄阳,周仓,净,male,
70003124,取襄阳,廖化,生,unknown,
70003124,取襄阳,费诗,生,unknown,
70003124,取襄阳,糜芳,丑,male,
70003124,取襄阳,傅士仁,丑,male,
70003124,取襄阳,诸葛瑾,生,unknown,
70003124,取襄阳,孙权,净,male,
70003124,取襄阳,曹仁,净,male,
70003125,水淹七军,关羽,红生,unknown,
70003125,水淹七军,庞德,净,male,
70003125,水淹七军,关平,武生,male,
70003125,水淹七军,周仓,净,male,
70003126,刮骨疗毒,关羽,红生,unknown,
70003126,刮骨疗毒,华佗,生,unknown,
70003127,走麦城,关羽,红生,unknown,
70003127,走麦城,关平,武生,male,
70003127,走麦城,周仓,净,male,
70003127,走麦城,廖化,生,unknown,
70003127,走麦城,孙权,净,male,
70003127,走麦城,吕蒙,净,male,
70003127,走麦城,陆逊,小生,male,
70003127,走麦城,徐晃,生,unknown,
70004101,驱车战将,南宫长万,武生,male,
70004102,好鹤失政,弘演,老生,male,
70004103,陈十策,闻仲,净,male,
70004104,绝龙岭,闻仲,净,male,
70004105,闹朝击犬,赵盾,老生,male,
70004105,闹朝击犬,屠岸贾,净,male,
70004106,二子乘舟,急子,老生,male,
70004107,未央宫斩韩信,韩信,老生,male,
70004107,未央宫斩韩信,吕后,旦,female,
70004107,未央宫斩韩信,萧何,老生,male,
70004107,未央宫斩韩信,刘邦,老生,male,
70004108,古城会,关羽,红生,unknown,
70004108,古城会,张飞,净,male,
70004108,古城会,蔡阳,净,male,
70004108,古城会,甘夫人,旦,female,
70004108,古城会,糜夫人,旦,female,
70004109,走麦城,关羽,红生,unknown,
70004109,走麦城,关平,武生,male,
70004109,走麦城,周仓,净,male,
70004109,走麦城,廖化,生,unknown,
70004109,走麦城,费诗,生,unknown,
70004109,走麦城,糜芳,丑,male,
70004109,走麦城,傅士仁,丑,male,
70004109,走麦城,王甫,净,male,
70004109,走麦城,马良,生,unknown,
70004109,走麦城,赵累,生,unknown,
70004109,走麦城,刘封,小生,male,
70004109,走麦城,孟达,丑,male,
70004109,走麦城,华陀,老生,male,
70004109,走麦城,陆逊,小生,male,
70004109,走麦城,吕蒙,净,male,
70004109,走麦城,吕常,净,male,
70004109,走麦城,诸葛瑾,生,unknown,
70004109,走麦城,孙权,净,male,
70004109,走麦城,曹仁,净,male,
70004109,走麦城,徐晃,生,unknown,
70004111,刀劈三关,雷万春,老生,male,
70004111,刀劈三关,郭震,净,male,
70004111,刀劈三关,万花公主,旦,female,
70004111,刀劈三关,羌洪,净,male,
70004111,刀劈三关,雷鸣,小生,male,
70005101,战蚩尤,黄帝,老生,male,
70005101,战蚩尤,蚩尤,净,male,
70005101,战蚩尤,元后,旦,female,
70005102,洗耳记,许由,末,unknown,
70005102,洗耳记,尧帝,老生,male,
70005102,洗耳记,巢父,外,unknown,
70005103,将相和,蔺相如,生,unknown,
70005103,将相和,廉颇,净,male,
70005104,博浪锥,张良,武生,male,
70005104,博浪锥,苍海公,净,male,
70005104,博浪锥,秦始皇,净,male,
70005106,马前泼水,朱买臣,老生,male,
70005106,马前泼水,崔氏,旦,female,
70005106,马前泼水,徐大嫂,彩旦,female,
70005106,马前泼水,张三,丑,male,
70005106,马前泼水,寇恂,外,unknown,
70005106,马前泼水,和尚,丑,male,
70005108,受禅台,汉献帝,老生,male,
70005108,受禅台,曹丕,净,male,
70005108,受禅台,司马懿,净,male,
70005108,受禅台,华歆,副净,unknown,
70005108,受禅台,李伏,末,unknown,
70005108,受禅台,王朗,净,male,
70005108,受禅台,贾诩,末,unknown,
70005108,受禅台,曹洪,净,male,
70005108,受禅台,曹休,净,male,
70005109,骂王朗,诸葛亮,老生,male,
70005109,骂王朗,王朗,老生,male,
70005110,哭祖庙,刘谌,老生,male,
70005110,哭祖庙,刘禅,末,unknown,
70005110,哭祖庙,崔夫人,正旦,unknown,
70005110,哭祖庙,黄皓,丑,male,
70005110,哭祖庙,二小王,小生,male,
70005111,马嵬驿,天宝帝,老生,male,
70005111,马嵬驿,陈元礼,末,unknown,
70005112,刀劈三关,雷万春,老生,male,
70005112,刀劈三关,郭章,净,male,
70005112,刀劈三关,万花公主,旦,female,
70005114,骂阎罗,郭胡迪,老生,male,
70005114,骂阎罗,秦广辉,净,male,
70005114,骂阎罗,陈贵,丑,male,
70005114,骂阎罗,郭胡仪,末,unknown,
70005114,骂阎罗,郭妻,旦,female,
70005114,骂阎罗,李七,净,male,
70005115,排王赞,崇祯,老生,male,
70005115,排王赞,王承恩,末,unknown,
70005115,排王赞,周后,旦,female,
70005115,排王赞,门官,丑,male,
70005115,排王赞,李国桢,外,unknown,
70005115,排王赞,杜文亨,净,male,
70005116,煤山恨,崇祯,老生,male,
70005116,煤山恨,周后,旦,female,
70005116,煤山恨,王承恩,末,unknown,
70005118,孝妇羹,陈炳顺,老生,male,
70005118,孝妇羹,炳顺妻,旦,female,
70005118,孝妇羹,沈氏,正旦,unknown,
70005118,孝妇羹,张氏,彩旦,female,
70005118,孝妇羹,陈炳义,丑,male,
70005118,孝妇羹,炳义妻,花旦,female,
70005118,孝妇羹,丫鬟,花旦,female,
70006101,搜孤救孤,程婴,老生,male,
70006101,搜孤救孤,屠岸贾,净,male,
70006101,搜孤救孤,公孙杵臼,老生,male,
70006101,搜孤救孤,程妻,旦,female,
70006102,捉放曹,陈宫,老生,male,
70006102,捉放曹,曹操,净,male,
70006102,捉放曹,吕伯奢,老生,male,
70006102,捉放曹,店家,丑,male,
70006103,击鼓骂曹,祢衡,老生,male,
70006103,击鼓骂曹,曹操,净,male,
70006104,定军山,黄忠,老生,male,
70006104,定军山,严颜,老生,male,
70006104,定军山,夏侯渊,净,male,
70006104,定军山,诸葛亮,老生,male,
70006104,定军山,夏侯尚,丑,male,
70006104,定军山,张郃,净,male,
70006104,定军山,刘备,老生,male,
70006105,失街亭·空城计·斩马谡,诸葛亮,老生,male,
70006105,失街亭·空城计·斩马谡,司马懿,净,male,
70006105,失街亭·空城计·斩马谡,马谡,净,male,
70006105,失街亭·空城计·斩马谡,王平,老生,male,
70006106,武家坡,薛平贵,老生,male,
70006106,武家坡,王宝钏,旦,female,
70006107,珠帘寨,李克用,老生,male,
70006107,珠帘寨,程敬思,老生,male,
70006107,珠帘寨,二皇娘,旦,female,
70006107,珠帘寨,大皇娘,旦,female,
70006107,珠帘寨,周德威,净,male,
70006107,珠帘寨,李嗣源,小生,male,
70006107,珠帘寨,老军甲,丑,male,
70006107,珠帘寨,老军乙,丑,male,
70006108,洪羊洞,杨延昭,老生,male,
70006108,洪羊洞,杨继业,老生,male,
70006108,洪羊洞,老军,丑,male,
70006108,洪羊洞,八贤王,老生,male,
70006108,洪羊洞,杨宗保,小生,male,
70006108,洪羊洞,佘太君,老旦,female,
70006108,洪羊洞,柴氏,旦,female,
70006109,乌盆记,刘世昌,老生,male,
70006109,乌盆记,张别古,丑,male,
70006109,乌盆记,赵大,丑,male,
70006109,乌盆记,包拯,净,male,
70006109,乌盆记,刘升,丑,male,
70006109,乌盆记,赵妻,旦,female,
70006109,乌盆记,钟馗,净,male,
70006110,战太平,花云,老生,male,
70006110,战太平,花孙氏,旦,female,
70006110,战太平,陈友谅,净,male,
70006110,战太平,朱文逊,小生,male,
70006110,战太平,花安,丑,male,
70006110,战太平,花夫人,旦,female,
70006111,二进宫,杨波,老生,male,
70006111,二进宫,徐彦昭,净,male,
70006111,二进宫,李艳妃,正旦,unknown,
70006111,二进宫,徐小姐,贴旦,unknown,
70006111,二进宫,杨公子,小生,male,
70006112,御碑亭,王有道,老生,male,
70006112,御碑亭,孟月华,旦,female,
70006112,御碑亭,柳生春,小生,male,
70006112,御碑亭,王淑英,旦,female,
70006112,御碑亭,孟德禄,丑,male,
70201101,宇宙锋,赵艳容,正旦,unknown,
70201101,宇宙锋,赵高,净,male,
70201101,宇宙锋,秦王,小生,male,
70201104,黛玉葬花,林黛玉,旦,female,
70201104,黛玉葬花,贾宝玉,小生,male,
70201105,天女散花,天女,正旦,unknown,
70201106,霸王别姬,虞姬,正旦,unknown,
70201106,霸王别姬,项羽,净,male,
70201106,霸王别姬,韩信,老生,male,
70201106,霸王别姬,虞子期,小生,male,
70201107,洛神,洛神,旦,female,
70201107,洛神,曹植,小生,male,
70201107,洛神,汉滨游女,旦,female,
70201107,洛神,湘水神妃,旦,female,
70201109,抗金兵,梁红玉,旦,female,
70201109,抗金兵,韩世忠,老生,male,
70201109,抗金兵,兀术,净,male,
70201110,生死恨,韩玉娘,旦,female,
70201110,生死恨,程鹏举,小生,male,
70201110,生死恨,宗泽,老生,male,
70201110,生死恨,瞿士锡,老生,male,
70201110,生死恨,李妪,老旦,female,
70201110,生死恨,赵寻,老生,male,
70201110,生死恨,张万户,净,male,
70201110,生死恨,二老爷,丑,male,
70201110,生死恨,老尼,丑旦,female,
70201110,生死恨,胡干,丑,male,
70201110,生死恨,哈须龙,武净,unknown,
70201110,生死恨,黑须虎,武净,unknown,
70201110,生死恨,媒婆,贴旦,unknown,
70201201,女起解,苏三,旦,female,
70201201,女起解,崇公道,丑,male,
70201202,三堂会审,苏三,旦,female,
70201202,三堂会审,王金龙,小生,male,
70201202,三堂会审,刘秉义,老生,male,
70201202,三堂会审,潘必正,老生,male,
70201202,三堂会审,崇公道,丑,male,
70201203,西施,西施,旦,female,
70201203,西施,范蠡,老生,male,
70201203,西施,文种,小生,male,
70201203,西施,夫差,净,male,
70201203,西施,勾践,老生,male,
70201203,西施,伯嚭,丑,male,
70201203,西施,伍员,老生,male,
70201203,西施,旋波,旦,female,
70201204,穆桂英挂帅,穆桂英,青衣,female,
70201204,穆桂英挂帅,佘太君,老旦,female,
70201204,穆桂英挂帅,杨宗保,老生,male,
70201204,穆桂英挂帅,杨金花,旦,female,
70201204,穆桂英挂帅,杨文广,小生,male,
70201204,穆桂英挂帅,杨洪,丑,male,
70201204,穆桂英挂帅,宋王,老生,male,
70201204,穆桂英挂帅,寇准,老生,male,
70201204,穆桂英挂帅,王强,净,male,
70201204,穆桂英挂帅,王伦,净,male,
70201204,穆桂英挂帅,门官,丑,male,
70202101,红拂传,红拂,旦,female,
70202101,红拂传,李靖,老生,male,
70202101,红拂传,虬髯公,净,male,
70202101,红拂传,李世民,小生,male,
70202102,三击掌,王宝钏,旦,female,
70202102,三击掌,王允,老生,male,
70202103,鸳鸯冢,王五姐,花衫,unknown,
70202103,鸳鸯冢,谢招郎,小生,male,
70202103,鸳鸯冢,王大娘,贴旦,unknown,
70202103,鸳鸯冢,杨四郎,末,unknown,
70202103,鸳鸯冢,张道士,丑,male,
70202103,鸳鸯冢,谢大姐,花旦,female,
70202103,鸳鸯冢,谢安人,老旦,female,
70202103,鸳鸯冢,王道平,末,unknown,
70202103,鸳鸯冢,秋桂,丑,male,
70202103,鸳鸯冢,张妈妈,彩旦,female,
70202104,青霜剑,申雪贞,旦,female,
70202104,青霜剑,方世一,丑,male,
70202104,青霜剑,姚妈妈,丑旦,female,
70202104,青霜剑,刘氏,旦,female,
70202104,青霜剑,董昌,小生,male,
70202104,青霜剑,知县,丑,male,
70202105,窦娥冤,窦娥,旦,female,
70202105,窦娥冤,蔡母,老旦,female,
